VALVESIZE,FIGNO,LIFT,STMDIA,PITCH,LEAD,PACKLOAD,PORT DIA,HDWLDIA,VALFACT,MAX DP,VALMFG,WGT,Notes
3,1203,2.68,1.25,0.2,0.4,1500,2.05,,0.3,6170,5,,
6,2456,6.5,1,0.2,0.2,1000,6,,0.3,275,15,,
12,2456,,1.375,0.25,0.25,1500,12,15.75,0.3,275,15,,
14,2456,,1.654,0.285714286,0.285714286,2500,13.27,13.78,0.3,275,15,,
18,2456,,1.89,0.33333333,0.33333333,2500,17.28,13.78,0.3,275,15,,
3,2475,,0.875,0.2,0.2,1000,3.07,7.87,1.1,275,15,,
4,2475,,1,0.2,0.2,1000,3.98,8.82,1.1,275,15,,
6,2629,,1.125,0.2,0.2,1500,5.98,10.25,1.1,275,15,,
8,2629,,1.378,0.25,0.25,1500,8,11.81,1.1,275,15,,
10,2629,,1.575,0.285714286,0.285714286,2500,10,15.75,1.1,275,15,,
12,1103,10.906,2.75,0.33333333,0.33333333,4000,10.354,,0.3,3705,15,,
14,1103,11.969,3,0.33333333,0.33333333,4000,11.37,,0.3,3705,15,,
16,1103,13.701,3.25,0.4,0.4,4000,12.992,,0.3,3705,15,,
3,1231,1.57,1.375,0.25,0.25,1500,2.05,,1.1,6170,5,,
2,1303,2.4,1,0.2,0.2,1000,1.89,,0.3,3705,16,,
2.5,1303,2.6,1.125,0.2,0.2,1500,2.24,,0.3,3705,16,,
3,1303,3.4,1.25,0.2,0.2,1500,2.76,,0.3,3705,16,,
4,1303,4.25,1.375,0.25,0.25,1500,3.62,,0.3,3705,16,,
6,1303,6,1.75,0.25,0.5,2500,5.35,,0.3,3705,16,,
8,1303,8,2.125,0.33,0.666666667,2500,7,,0.3,3705,16,,
10,1303,9.67,2.5,0.333333333,0.666666667,2500,8.74,,0.3,3705,16,,
12,1303,11.67,2.75,0.333333333,0.666666667,4000,10.35,,0.3,3705,16,,
2,1331,1,1.25,0.2,0.2,1500,1.88976378,,1.1,3705,16,,
3,1331,1,1.75,0.25,0.25,2500,2.755905512,,1.1,3705,16,,
4,1331,1.5,2.125,0.333333333,0.333333333,2500,3.622047244,,1.1,3705,16,,
6,1331,2,2.75,0.333333333,0.333333333,4000,5.354330709,,1.1,3705,16,,
8,1331,2.5,3,0.5,0.5,4000,7.007874016,,1.1,3705,16,,
10,1331,3,3.75,0.5,0.5,4000,8.74015748,,1.1,3705,16,,
2,1503,2.33,0.75,0.166666667,0.166666667,1000,2.01,,0.3,285,16,,
2.5,1503,3,0.75,0.166666667,0.166666667,1000,2.52,,0.3,285,16,,
3,1503,3.33,0.875,0.166666667,0.166666667,1000,2.99,,0.3,285,16,,
4,1503,4.4,1,0.2,0.2,1000,4.02,,0.3,285,16,,
5,1503,5.4,1.125,0.2,0.2,1500,5,,0.3,285,16,,
6,1503,6.6,1.125,0.2,0.4,1500,5.98,,0.3,285,16,,
8,1503,8.6,1.25,0.2,0.4,1500,7.99,,0.3,285,16,,
10,1503,10.5,1.375,0.25,0.5,1500,10,,0.3,285,16,,
12,1503,12.75,1.5,0.25,0.5,1500,12.01,,0.3,285,16,,
14,1503,13.75,1.625,0.25,0.5,2500,13.27,,0.3,285,16,,
16,1503,16,1.75,0.25,0.5,2500,15.24,,0.3,285,16,,
18,1503,18.25,1.875,0.25,0.5,2500,17.24,,0.3,285,16,,
20,1503,20.25,2,0.25,0.5,2500,19.25,,0.3,285,16,,
24,1503,24.68,2.25,0.333333333,0.666666667,2500,23.27,,0.3,285,16,,
26,1503,26.68,2.5,0.333333333,0.666666667,2500,25.24,,0.3,285,16,,
28,1503,29.34,2.5,0.333333333,0.666666667,2500,27.24,,0.3,285,16,,
30,1503,31.01,2.75,0.333333333,0.666666667,4000,29.25,,0.3,285,16,,
32,1503,32.35,2.75,0.333333333,0.666666667,4000,30.75,,0.3,285,16,,
36,1503,36,3,0.5,1,4000,34.49,,0.3,285,16,,
42,1503,41,3.5,0.5,1,4000,40.24,,0.3,285,16,,
48,1503,50.5,3.75,0.25,0.5,4000,45.98,,0.3,285,16,,
2,1531,0.833333333,0.75,0.166666667,0.166666667,1000,2.007874016,,1.1,285,16,,
2.5,1531,1,0.875,0.166666667,0.166666667,1000,2.519685039,,1.1,285,16,,
3,1531,1.2,1,0.2,0.2,1000,2.992125984,,1.1,285,16,,
4,1531,1.4,1.125,0.2,0.2,1500,4.015748031,,1.1,285,16,,
5,1531,1.6,1.25,0.2,0.2,1500,5,,1.1,285,16,,
6,1531,2,1.25,0.2,0.2,1500,5.984251969,,1.1,285,16,,
8,1531,2,1.375,0.25,0.25,1500,7.992125984,,1.1,285,16,,
10,1531,3,1.75,0.25,0.25,2500,10,,1.1,285,16,,
12,1531,3.5,2,0.25,0.25,2500,12.00787402,,1.1,285,16,,
14,1531,4.333333333,2.125,0.333333333,0.333333333,2500,13.26771654,,1.1,285,16,,
16,1531,5,2.25,0.333333333,0.333333333,2500,15.23622047,,1.1,285,16,,
2,3003,2.33,0.75,0.166666667,0.166666667,1000,2.01,,0.3,740,16,,
2.5,3003,3,0.75,0.166666667,0.166666667,1000,2.52,,0.3,740,16,,
3,3003,3.33,0.875,0.166666667,0.166666667,1000,2.99,,0.3,740,16,,
4,3003,4.4,1,0.2,0.2,1000,4.02,,0.3,740,16,,
5,3003,5.6,1.125,0.2,0.2,1500,5,,0.3,740,16,,
6,3003,6.6,1.25,0.2,0.4,1500,5.98,,0.3,740,16,,
8,3003,8.75,1.375,0.25,0.5,1500,7.99,,0.3,740,16,,
10,3003,10.75,1.5,0.25,0.5,1500,10,,0.3,740,16,,
12,3003,12.75,1.625,0.25,0.5,2500,12.05,,0.3,740,16,,
14,3003,14,1.75,0.25,0.5,2500,13.27,,0.3,740,16,,
16,3003,16,1.875,0.25,0.5,2500,15.24,,0.3,740,16,,
18,3003,17.75,2,0.25,0.5,2500,17.01,,0.3,740,16,,
20,3003,20.34,2.125,0.333333333,0.666666667,2500,19.02,,0.3,740,16,,
22,3003,21.01,2.25,0.333333333,0.666666667,2500,20.98,,0.3,740,16,,
24,3003,21.68,2.5,0.333333333,0.666666667,2500,22.99,,0.3,740,16,,
26,3003,26.34,2.75,0.333333333,0.666666667,4000,25,,0.3,740,16,,
28,3003,29.01,2.75,0.333333333,0.666666667,4000,27.01,,0.3,740,16,,
30,3003,30.5,2.875,0.5,1,4000,29.02,,0.3,740,16,,
2,3031,0.833333333,0.75,0.166666667,0.166666667,1000,2.007874016,,1.1,740,16,,
2.5,3031,1,0.875,0.166666667,0.166666667,1000,2.519685039,,1.1,740,16,,
3,3031,1.2,1,0.2,0.2,1000,2.992125984,,1.1,740,16,,
4,3031,1.4,1.25,0.2,0.2,1500,4.015748031,,1.1,740,16,,
5,3031,2.5,1.5,0.25,0.25,1500,5,,1.1,740,16,,
6,3031,2,1.75,0.25,0.25,2500,5.984251969,,1.1,740,16,,
8,3031,2,2,0.25,0.25,2500,7.992125984,,1.1,740,16,,
10,3031,3,2.25,0.333333333,0.333333333,2500,10,,1.1,740,16,,
12,3031,3.666666667,2.5,0.333333333,0.333333333,2500,12.00787402,,1.1,740,16,,
2,6003,2.33,0.75,0.166666667,0.166666667,1000,2.01,,0.3,1480,16,,
2.5,6003,3,0.875,0.166666667,0.166666667,1000,2.52,,0.3,1480,16,,
3,6003,3.4,1,0.2,0.2,1000,2.99,,0.3,1480,16,,
4,6003,4.6,1.125,0.2,0.2,1500,4.02,,0.3,1480,16,,
5,6003,5.5,1.375,0.25,0.25,1500,5,,0.3,1480,16,,
6,6003,6.5,1.5,0.25,0.5,1500,5.98,,0.3,1480,16,,
8,6003,8.5,1.625,0.25,0.5,2500,7.87,,0.3,1480,16,,
10,6003,10.5,1.875,0.25,0.5,2500,9.76,,0.3,1480,16,,
12,6003,12.5,2,0.25,0.5,2500,11.73,,0.3,1480,16,,
14,6003,13.67,2.25,0.333333333,0.666666667,2500,12.87,,0.3,1480,16,,
16,6003,15.67,2.375,0.333333333,0.666666667,2500,14.76,,0.3,1480,16,,
18,6003,17.67,2.5,0.333333333,0.666666667,2500,16.5,,0.3,1480,16,,
20,6003,19.67,2.75,0.333333333,0.666666667,4000,18.27,,0.3,1480,16,,
22,6003,22,2.875,0.5,1,4000,20.12,,0.3,1480,16,,
24,6003,23,3,0.5,1,4000,22.01,,0.3,1480,16,,
26,6003,25,3.25,0.5,1,4000,23.75,,0.3,1480,16,,
28,6003,27,3.5,0.5,1,4000,25.51,,0.3,1480,16,,
30,6003,28.5,3.75,0.5,1,4000,27.36,,0.3,1480,16,,
34,6003,32.5,4,0.5,1,4000,30.98,,0.3,1480,16,,
36,6003,34.5,4.25,0.5,1,5000,32.99,,0.3,1480,16,,
2,6031,0.8,1,0.2,0.2,1000,2.007874016,,1.1,1480,16,,
2.5,6031,1,1.125,0.2,0.2,1500,2.519685039,,1.1,1480,16,,
3,6031,1.2,1.25,0.2,0.2,1500,2.992125984,,1.1,1480,16,,
4,6031,1.5,1.5,0.25,0.25,1500,4.015748031,,1.1,1480,16,,
5,6031,1.75,1.75,0.25,0.25,2500,5,,1.1,1480,16,,
6,6031,2,2,0.25,0.25,2500,5.984251969,,1.1,1480,16,,
8,6031,2,2.25,0.333333333,0.333333333,2500,7.874015748,,1.1,1480,16,,
10,6031,3,2.75,0.333333333,0.333333333,4000,9.763779528,,1.1,1480,16,,
12,6031,3.5,3,0.5,0.5,4000,11.73228346,,1.1,1480,16,,
2,9003,2.6,1,0.2,0.2,1000,1.89,,0.3,2220,16,,
2.5,9003,2.6,1.125,0.2,0.2,1500,2.24,,0.3,2220,16,,
3,9003,3.6,1.125,0.2,0.2,1500,2.87,,0.3,2220,16,,
4,9003,4.6,1.25,0.2,0.2,1500,3.86,,0.3,2220,16,,
6,9003,6.5,1.625,0.25,0.5,2500,5.75,,0.3,2220,16,,
8,9003,8.5,1.875,0.25,0.5,2500,7.48,,0.3,2220,16,,
12,9003,12,2.25,0.333333333,0.666666667,2500,11.14,,0.3,2220,16,,
14,9003,13.67,2.375,0.333333333,0.666666667,2500,12.24,,0.3,2220,16,,
16,9003,15.67,2.5,0.333333333,0.666666667,2500,14.02,,0.3,2220,16,,
2,9031,0.8,1.25,0.2,0.2,1500,1.88976378,,1.1,2220,16,,
3,9031,1,1.375,0.25,0.25,1500,2.874015748,,1.1,2220,16,,
4,9031,1.5,1.75,0.25,0.25,2500,3.858267717,,1.1,2220,16,,
6,9031,2,2.25,0.333333333,0.333333333,2500,5.748031496,,1.1,2220,16,,
8,9031,2.333333333,2.75,0.333333333,0.333333333,4000,7.480314961,,1.1,2220,16,,
10,9031,3.5,3,0.5,0.5,4000,9.37007874,,1.1,2220,16,,
12,9031,4,3.75,0.5,0.5,4000,11.14173228,,1.1,2220,16,,
2,1103,2.4,1,0.2,0.2,1000,1.89,,0.3,3705,16,,
2.5,1103,2.6,1.125,0.2,0.2,1500,2.24,,0.3,3705,16,,
3,1103,3.4,1.25,0.2,0.2,1500,2.76,,0.3,3705,16,,
4,1103,4.25,1.375,0.25,0.25,1500,3.62,,0.3,3705,16,,
6,1103,6,1.75,0.25,0.5,2500,5.35,,0.3,3705,16,,
8,1103,8,2.125,0.333333333,0.666666667,2500,7.01,,0.3,3705,16,,
10,1103,9.67,2.5,0.333333333,0.666666667,2500,8.74,,0.3,3705,16,,
12,1103,11.67,2.75,0.333333333,0.666666667,4000,10.35,,0.3,3705,16,,
2,1131,1,1.25,0.2,0.2,1500,1.88976378,,1.1,3705,16,,
3,1131,1,1.75,0.25,0.25,2500,2.755905512,,1.1,3705,16,,
4,1131,1.5,2.125,0.333333333,0.333333333,2500,3.622047244,,1.1,3705,16,,
6,1131,2,2.75,0.333333333,0.333333333,4000,5.354330709,,1.1,3705,16,,
8,1131,2.5,3,0.5,0.5,4000,7.007874016,,1.1,3705,16,,
10,1131,3,3.75,0.5,0.5,4000,8.74015748,,1.1,3705,16,,
2,1603,2.33,0.75,0.166666667,0.166666667,1000,2.01,,0.3,1480,16,,
2.5,1603,3,0.875,0.166666667,0.166666667,1000,2.52,,0.3,1480,16,,
3,1603,3.4,1,0.2,0.2,1000,2.99,,0.3,1480,16,,
4,1603,4.6,1.125,0.2,0.2,1500,4.02,,0.3,1480,16,,
5,1603,5.5,1.375,0.25,0.25,1500,5,,0.3,1480,16,,
6,1603,6.5,1.5,0.25,0.5,1500,5.98,,0.3,1480,16,,
8,1603,8.5,1.625,0.25,0.5,2500,7.87,,0.3,1480,16,,
10,1603,10.5,1.875,0.25,0.5,2500,9.76,,0.3,1480,16,,
12,1603,12.5,2,0.25,0.5,2500,11.73,,0.3,1480,16,,
14,1603,13.67,2.25,0.333333333,0.666666667,2500,12.87,,0.3,1480,16,,
16,1603,15.67,2.375,0.333333333,0.666666667,2500,14.76,,0.3,1480,16,,
18,1603,17.67,2.5,0.333333333,0.666666667,2500,16.5,,0.3,1480,16,,
20,1603,19.67,2.75,0.333333333,0.666666667,4000,18.27,,0.3,1480,16,,
22,1603,22,2.875,0.5,1,4000,20.12,,0.3,1480,16,,
24,1603,23,3,0.5,1,4000,22.01,,0.3,1480,16,,
26,1603,25,3.25,0.5,1,4000,23.74,,0.3,1480,16,,
28,1603,27,3.5,0.5,1,4000,25.51,,0.3,1480,16,,
30,1603,28.5,3.75,0.5,1,4000,27.36,,0.3,1480,16,,
34,1603,32.5,4,0.5,1,4000,30.98,,0.3,1480,16,,
36,1603,34.5,4.25,0.5,1,5000,32.99,,0.3,1480,16,,
2,1631,0.8,1,0.2,0.2,1000,2.007874016,,1.1,1480,16,,
2.5,1631,1,1.125,0.2,0.2,1500,2.519685039,,1.1,1480,16,,
3,1631,1.2,1.25,0.2,0.2,1500,2.992125984,,1.1,1480,16,,
4,1631,1.5,1.5,0.25,0.25,1500,4.015748031,,1.1,1480,16,,
5,1631,1.75,1.75,0.25,0.25,2500,5,,1.1,1480,16,,
6,1631,2,2,0.25,0.25,2500,5.984251969,,1.1,1480,16,,
8,1631,2,2.25,0.333333333,0.333333333,2500,7.874015748,,1.1,1480,16,,
10,1631,3,2.75,0.333333333,0.333333333,4000,9.763779528,,1.1,1480,16,,
12,1631,3.5,3,0.5,0.5,4000,11.73228346,,1.1,1480,16,,
2,1903,2.6,1,0.2,0.2,1000,1.89,,0.3,2220,16,,
2.5,1903,2.6,1.125,0.2,0.2,1500,2.24,,0.3,2220,16,,
3,1903,3.6,1.125,0.2,0.2,1500,2.87,,0.3,2220,16,,
4,1903,4.6,1.25,0.2,0.2,1500,3.86,,0.3,2220,16,,
6,1903,6.5,1.625,0.25,0.5,2500,5.75,,0.3,2220,16,,
8,1903,8.5,1.875,0.25,0.5,2500,7.48,,0.3,2220,16,,
10,9003,10.34,2.125,0.333333333,0.666666667,2500,9.37,,0.3,2220,16,,
12,9003,12,2.25,0.333333333,0.666666667,2500,11.14,,0.3,2220,16,,
14,9003,13.67,2.375,0.333333333,0.666666667,2500,12.24,,0.3,2220,16,,
16,9003,15.67,2.5,0.333333333,0.666666667,2500,14.02,,0.3,2220,16,,
2,1931,0.8,1.25,0.2,0.2,1500,1.88976378,,1.1,2220,16,,
3,1931,1,1.375,0.25,0.25,1500,2.874015748,,1.1,2220,16,,
4,1931,1.5,1.75,0.25,0.25,2500,3.858267717,,1.1,2220,16,,
6,1931,2,2.25,0.333333333,0.333333333,2500,5.748031496,,1.1,2220,16,,
8,1931,2.333333333,2.75,0.333333333,0.333333333,4000,7.480314961,,1.1,2220,16,,
10,1931,3.5,3,0.5,0.5,4000,9.37007874,,1.1,2220,16,,
12,1931,4,3.75,0.5,0.5,4000,11.14173228,,1.1,2220,16,,
2,25003,2,1,0.2,0.2,1000,1.5,,0.3,6170,16,,
3,25003,2.8,1.25,0.2,0.2,1500,2.24,,0.3,6170,16,,
4,25003,3.5,1.375,0.25,0.25,1500,2.87,,0.3,6170,16,,
6,25003,5,1.875,0.25,0.5,2500,4.37,,0.3,6170,16,,
8,25003,6.34,2.375,0.333333333,0.666666667,2500,5.75,,0.3,6170,16,,
10,25003,8,2.875,0.5,1,4000,7.24,,0.3,6170,16,,
12,25003,9.5,3.25,0.5,1,4000,8.62,,0.3,6170,16,,
2,25031,1,1.5,0.25,0.25,1500,1.496062992,,1.1,6170,16,,
3,25031,1.25,1.875,0.25,0.25,2500,2.244094488,,1.1,6170,16,,
4,25031,1.333333333,2.25,0.333333333,0.333333333,2500,2.874015748,,1.1,6170,16,,
6,25031,2,2.875,0.333333333,0.333333333,4000,4.37007874,,1.1,6170,16,,
8,25031,2.5,3.75,0.5,0.5,4000,5.748031496,,1.1,6170,16,,
2,1203,2,1,0.2,0.2,1000,1.5,,0.3,6170,16,,
3,1203,2.8,1.25,0.2,0.2,1500,2.24,,0.3,6170,16,,
4,1203,3.5,1.375,0.25,0.25,1500,2.87,,0.3,6170,16,,
6,1203,5,1.875,0.25,0.5,2500,4.37,,0.3,6170,16,,
8,1203,6.34,2.375,0.333333333,0.666666667,2500,5.75,,0.3,6170,16,,
10,1203,8,2.875,0.5,1,4000,7.24,,0.3,6170,16,,
12,1203,9.5,3.25,0.5,1,4000,8.62,,0.3,6170,16,,
2,1231,1,1.5,0.25,0.25,1500,1.496062992,,1.1,6170,16,,
3,1231,1.25,1.875,0.25,0.25,2500,2.244094488,,1.1,6170,16,,
4,1231,1.333333333,2.25,0.333333333,0.333333333,2500,2.874015748,,1.1,6170,16,,
6,1231,2,2.875,0.333333333,0.333333333,4000,4.37007874,,1.1,6170,16,,
8,1231,2.5,3.75,0.5,0.5,4000,5.748031496,,1.1,6170,16,,
16,2456,,1.75,0.285714286,0.285714286,2500,15.28,,0.3,275,15,,
12,1903,12.28,2.25,0.33333333,0.666666667,2500,11.125,,0.3,2220,17,,
14,1903,15,2.375,0.33333333,0.666666667,2500,12.25,,0.3,2220,17,,
18,1903,18.39,3,0.5,1,4000,15.75,,0.3,2220,17,,
36,3003,35.488,3.25,0.5,1,2500,35.488,,0.3,740,17,,
30,1503,31,2.5,0.33333333,0.33333333,2500,29.25,,0.3,285,15,,
3,1973,3.46,1,0.2,0.2,1000,3,,0.3,1440,15,,
14,1503,14,1.625,0.25,0.25,2500,13.27,19.7,0.3,285,18,,
16,1503,16,1.75,0.25,0.25,2500,15.24,22,0.3,285,18,,
18,1503,18,1.875,0.33333333,0.33333333,2500,17.24,25.2,0.3,285,18,,
20,1503,20,2,0.25,0.25,2500,19.25,25.2,0.3,285,18,,
24,1503,24,2.25,0.33333333,0.33333333,2500,23.27,28.3,0.3,285,18,,
18,1103,15.94,3.75,0.5,1,4000,14.6,,0.3,3705,16,,
6,3031,2.125,1.375,0.25,0.25,1500,6,,1.1,740,17,,
14,1207,10.28,3.625,0.5,0.5,4000,9.5,,0.2,6170,24,,
1,1503,1.2,0.625,0.125,0.25,1000,1,4.5,0.3,285,1,,
1,3003,1.2,0.625,0.125,0.25,1000,1,4.5,0.3,740,1,,
14,1203,12.2,3.5,0.5,0.5,4000,9.488,,0.3,6170,16,,
12,1903,12,2.25,0.333333333,0.666666667,2500,11.14,,0.3,2220,16,,
28,6003,28,3.375,0.25,0.5,4000,25.5,,0.3,1480,17,,
30,1903,30,3.875,0.5,1,4000,26.25,,0.3,2220,17,,
2,3031,1.299,0.75,0.166666667,0.166666667,1000,2,,1.1,740,17,,
3,3031,1.181,1,0.2,0.2,1000,3,,1.1,740,17,,
14,1103,12.5,3,0.5,0.5,4000,11.377,,0.3,3705,16,,
16,1903,15.28,2.5,0.33333333,0.33333333,2500,14.02,,0.3,2220,16,,
6,1631Y,6.614,1.5,0.25,0.25,1500,5.984,,1.1,1480,16,,
6,1631Y,2.638,1.875,0.33333333,0.33333333,2500,5.906,,1.1,1480,17,,
3,6031,1.62,1.125,0.2,0.2,1500,3,,1.1,1480,17,,
4,3031,1.54,1.125,0.2,0.2,1500,3.94,,1.1,740,17,,
20,6003,19.5,2.75,0.33333333,0.666666667,4000,18.27,,0.3,1480,17,,
24,1903,22.44,3.5,0.5,1,4000,21,,0.3,2220,16,,
24,6003,22,3,0.5,0.5,4000,21,,0.3,1480,4,,
24,1103,21,4.75,0.5,1,5000,19.606,,0.3,3705,16,,
8,6003,8.4,1.625,0.25,0.25,2500,7.875,,0.3,1480,17,,
12,6003,12.4,2,0.25,0.5,2500,11.75,,0.3,1480,17,,
18,6003,17.25,2.5,0.33333333,0.666666667,2500,16.5,,0.3,1480,17,,
40,1503,40,3.25,0.5,0.5,4000,38.5,,0.3,285,16,,
2,1303,2.835,1,0.2,0.2,1000,1.89,,0.3,3705,20,,
2,1331,1.378,1.25,0.2,0.2,1500,1.89,,1.1,3705,20,,
2,1361,,,,,,1.89,,,3705,20,,
4,9003,4.724,1.25,0.2,0.2,1500,3.858,,0.3,2220,20,,
6,9003,6.811,1.625,0.25,0.5,2500,5.748,,0.3,2220,20,,
8,9003,8.583,1.875,0.25,0.5,2500,7.48,,0.3,2220,20,,
10,9003,10.591,2.125,0.33333333,0.666666667,2500,9.213,,0.3,2220,20,,
12,9003,12.205,2.25,0.33333333,0.666666667,2500,11.102,,0.3,2220,20,,
14,9003,13.189,2.25,0.33333333,0.666666667,2500,12.244,,0.3,2220,20,,
16,9003,14.882,2.5,0.33333333,0.666666667,2500,13.937,,0.3,2220,20,,
18,9003,16.654,2.75,0.33333333,0.666666667,4000,15.748,,0.3,2220,20,,
24,9003,22.323,4,0.5,1,4000,20.984,,0.3,2220,20,,
3,9031,2.008,1.375,0.25,0.25,1500,2.874,,1.1,2220,20,,
8,9031,2.638,2.5,0.33333333,0.33333333,2500,7.48,,1.1,2220,20,,
12,9031,5.315,3.125,0.5,0.5,4000,11.102,,1.1,2220,20,,
36,3003,37,3.5,0.5,1,4000,36,,0.3,740,16,,
8,1509,9,1.26,0.236,0.236,1500,8,,0.2,285,23,,
24,1509,25.2,2.17,0.394,0.394,2500,23.25,,0.2,285,23,,
3,1107,3.35,1.25,0.2,0.2,1500,2.76,,0.2,3705,24,,
4,1107,4.21,1.375,0.25,0.25,1500,3.62,,0.2,3705,24,,
6,1107,5.98,1.75,0.25,0.25,2500,5.35,,0.2,3705,24,,
6,1207,5.12,1.875,0.33333333,0.33333333,2500,4.37,,0.2,6170,24,,
8,1207,6.34,2.375,0.33333333,0.33333333,2500,5.75,,0.2,6170,24,,
10,1207,7.8,2.75,0.33333333,0.33333333,4000,7.24,,0.2,6170,24,,
12,1207,9.25,3,0.5,0.5,4000,8.62,,0.2,6170,24,,
16,1207,11.75,3.625,0.5,0.5,4000,10.79,,0.2,6170,24,,
18,1207,13.15,4,0.5,0.5,4000,12.24,,0.2,6170,24,,
22,1207,16,4.75,0.5,0.5,5000,14.88,,0.2,6170,24,,
16,1509,17.75,1.73,0.315,0.315,2500,15.16,,0.2,285,23,,
3,1207,2.83,1.25,0.2,0.2,1500,2.244,,0.2,6170,24,,
3,1531,1.181,1,0.2,0.2,1000,3,,1.1,285,17,,
16,1203,12.54,4,0.5,0.5,4000,10.87,,0.3,6170,16,,
20,1203,15.35,5,0.5,0.5,5000,13.5,,0.3,6170,16,,
10,6003,10.9,1.875,0.25,0.5,2500,9.764,,0.3,1480,17,,
16,1103,13.5,3,0.5,0.5,4000,13,,0.3,3705,16,,
8,1531,2.44,1.375,0.25,0.25,1500,8,,1.1,285,17,,
4,1207,3.54,1.375,0.33333333,0.33333333,1500,2.874,,0.2,6170,24,,
24,1207,17.8,4.75,0.5,0.5,5000,16.26,,0.2,6170,24,,
3,2456,3.1875,0.75,0.142285714,0.285714286,1000,3,7,0.3,275,22,,
4,2456,4.15625,0.875,0.142285714,0.285714286,1000,4,9,0.3,275,22,,
6,2456,6.125,1,0.166666667,0.33333333,1000,6,11,0.3,275,22,,
8,2456,8.625,1.125,0.2,0.4,1500,8,14,0.3,275,22,,
10,2456,10.5625,1.25,0.25,0.5,1500,10,16,0.3,275,22,,
12,2456,12.5,1.375,0.25,0.5,1500,12,18,0.3,275,22,,
3,2467,3.1875,0.875,0.142285714,0.285714286,1000,3,9,0.3,720,22,,
4,2467,4.1563,1,0.166666667,0.33333333,1000,4,10,0.3,720,22,,
6,2467,6.125,1.25,0.2,0.4,1500,6,14,0.3,720,22,,
8,2467,8.625,1.375,0.25,0.5,1500,8,16,0.3,720,22,,
10,2467,10.563,1.5,0.25,0.5,1500,10,20,0.3,720,22,,
12,2467,12.5,1.625,0.25,0.5,2500,12,20,0.3,720,22,,
14,3003,14.22,1.75,0.25,0.5,2500,13.27,22,0.3,740,22,,
16,1503,16.08,1.75,0.25,0.5,2500,15.24,,0.3,285,22,,
16,3003,16.13,1.875,0.25,0.5,2500,15.25,25.2,0.3,740,22,,
18,1503,18,1.875,0.25,0.5,2500,17.25,25.2,0.3,285,22,,
18,3003,18,2,0.25,0.5,2500,17,,0.3,740,22,,
20,1503,20,2,0.25,0.5,2500,19.25,26.7,0.3,285,22,,
20,3003,20,2.125,0.25,0.5,1500,19,28,0.3,740,22,,
24,1503,24.45,2.25,0.25,0.5,2500,23.27,28.3,0.3,285,22,,
24,3003,23.33,2.5,0.25,0.5,2500,23,36,0.3,740,22,,
4,9003,4.76,1.25,0.2,0.2,1500,3.94,15.75,0.3,2220,17,,
10,1903,10.34,2.125,0.333333333,0.666666667,2500,9.37,,0.3,2220,16,,
6,1403,4.5,2.875,0.5,0.5,4000,3.23,,0.3,11110,17,,
12,1484Y,3,4,0.5,0.5,4000,5.79,,1.1,11110,17,,
16,1484Y,3.5,4,0.5,0.5,5000,7.28,,1.1,11110,17,,
6,1531,2.25,1.25,0.2,0.2,1500,6,,1.1,285,17,,
12,1103,11.33,2.75,0.33333333,0.666666667,4000,10.375,,0.3,3705,17,,
16,1103,16,3,0.5,1,4000,13,,0.3,3705,17,,
42,1503,41.87,3.375,0.5,1,4000,40.25,,0.3,285,22,,
6,6031,2.125,1.75,0.25,0.25,2500,5.6,,1.1,1480,17,,
14,1284,3.15,6.5,0.5,0.5,5000,9.49,,1.1,6170,17,,
2,3003,2.2,0.8125,0.142285714,0.285714286,1000,2,7,0.3,740,1,,
10,1531,4.06,1.5,0.25,0.25,1500,10,21.7,1.1,285,17,,
14,1107,13.8,3,0.5,0.5,4000,12.2,,0.2,3705,17,,
16,1107,12.3,3,0.5,0.5,4000,10.94,,0.2,3705,17,,
14,1203,10.433,3.5,0.5,1,4000,9.5,,0.3,6170,17,,
28,6007,28.27,3.375,0.25,0.5,4000,27,,0.2,1480,17,,
8,1207,6.5,2.375,0.25,0.25,1500,5.25,,0.2,6170,17,,
8,6007,8.03,1.625,0.25,0.25,2500,7.83,,0.2,1480,17,,
10,6003,10.375,1.875,0.25,0.5,2500,9.75,,0.3,1480,22,,
12,6003,12.5,2,0.25,0.5,2500,11.75,,0.3,1480,22,,
30,1607,31,3.5,0.25,0.5,4000,29,,0.2,1480,17,,
22,1203,17.9,6,0.5,1,5000,14.882,,0.3,6170,17,,
22,1207,16.93,6,0.5,1,5000,14.882,,0.2,6170,17,,
14,3031,4.25,2.25,0.33333333,0.33333333,2500,12,,1.1,740,17,,
30,1503,31.25,2.75,0.25,0.5,4000,29.25,,0.3,285,22,,
36,1503,35.75,3,0.25,0.5,4000,34.5,,0.3,285,22,,
10,2467,11,1.5,0.25,0.5,1500,10,,0.3,720,16,,
0.75,GA26,0.748,0.75,0.17,0.17,1000,0.55,7.87,0.3,6170,14,,
1,GA26,0.945,0.75,0.17,0.17,1000,0.71,7.87,0.3,6170,14,,
1.5,GA26,1.417,0.875,0.17,0.17,1000,1.22,10.24,0.3,6170,14,,
2,GA26,1.732,1,0.2,0.2,1000,1.44,13.78,0.3,6170,14,,
0.5,GY08,0.472,0.625,0.13,0.13,1000,0.35,3.54,1.1,1975,14,,
0.75,GY08,0.551,0.625,0.13,0.13,1000,0.49,3.54,1.1,1975,14,,
